date,sensor_number,calls_number,Myotis brandtii,Myotis daubentonii,Myotis nattereri,Nyctalus leisleri,Nyctalus noctula,Pipistrellus nathusii,Pipistrellus pipistrellus,Pipistrellus pygmaeus,Plecotus auritus,Plecotus austriacus
2018-07-26,14,24,0,0,0,3,0,0,14,7,0,0
2018-07-27,2,3,0,0,0,0,3,0,0,0,0,0
2018-07-27,3,11,0,0,0,0,11,0,0,0,0,0
2018-07-27,8,1,0,0,0,0,0,1,0,0,0,0
2018-07-27,9,23,0,0,0,0,0,1,6,16,0,0
2018-07-27,10,32,0,0,0,1,0,0,13,18,0,0
2018-07-27,11,139,0,0,0,3,1,17,108,10,0,0
2018-07-27,12,238,0,0,0,0,0,26,203,9,0,0
2018-07-27,14,13,0,0,0,0,0,1,1,11,0,0
2018-07-28,2,25,0,0,0,4,8,0,13,0,0,0
2018-07-28,3,4,0,0,0,0,0,1,0,3,0,0
2018-07-28,9,7,0,0,0,0,0,2,4,1,0,0
2018-07-28,10,15,0,0,0,0,0,0,3,12,0,0
2018-07-28,11,80,0,0,0,2,0,6,69,3,0,0
2018-07-28,12,110,0,0,0,13,8,5,55,29,0,0
2018-07-28,13,6,0,0,0,0,0,0,6,0,0,0
2018-07-28,14,39,0,0,0,0,0,0,11,28,0,0
2018-07-29,3,17,0,0,0,0,0,0,17,0,0,0
2018-07-29,9,4,0,0,0,0,0,0,3,1,0,0
2018-07-29,10,2,0,0,0,0,0,1,1,0,0,0
2018-07-29,11,65,0,0,0,0,3,8,48,4,2,0
2018-07-29,12,58,0,0,0,0,0,4,25,28,1,0
2018-07-29,14,19,0,0,0,0,0,0,5,14,0,0
2018-07-30,3,60,0,0,0,2,0,1,52,5,0,0
2018-07-30,9,34,0,1,0,1,8,0,24,0,0,0
2018-07-30,10,71,0,0,0,0,0,8,50,8,5,0
2018-07-30,11,58,0,0,0,0,0,13,44,1,0,0
2018-07-30,12,162,0,1,0,11,0,13,75,62,0,0
2018-07-30,14,17,0,0,0,0,0,0,10,7,0,0
2018-07-31,3,9,0,0,0,4,0,1,1,2,1,0
2018-07-31,9,21,0,0,0,0,0,0,10,11,0,0
2018-07-31,10,32,0,0,0,1,0,4,17,9,1,0
2018-07-31,11,59,0,0,0,7,10,11,25,6,0,0
2018-07-31,12,59,0,0,0,0,0,10,31,18,0,0
2018-07-31,13,2,0,0,0,0,2,0,0,0,0,0
2018-07-31,14,59,0,0,0,0,0,1,49,9,0,0
2018-08-01,2,1,0,0,0,1,0,0,0,0,0,0
2018-08-01,3,40,0,0,0,0,14,3,23,0,0,0
2018-08-01,8,1,0,0,0,0,0,0,1,0,0,0
2018-08-01,9,28,0,0,0,0,0,2,25,1,0,0
2018-08-01,10,20,0,0,0,1,0,3,7,8,1,0
2018-08-01,11,99,0,0,0,10,0,27,50,12,0,0
2018-08-01,12,101,0,0,0,0,0,12,65,24,0,0
2018-08-01,14,50,0,0,0,0,0,1,35,14,0,0
2018-08-02,2,5,0,0,0,1,0,0,1,3,0,0
2018-08-02,3,73,0,1,0,1,1,15,54,1,0,0
2018-08-02,8,10,0,0,0,1,9,0,0,0,0,0
2018-08-02,9,29,0,0,0,1,5,0,19,4,0,0
2018-08-02,10,117,0,0,0,20,41,8,31,16,1,0
2018-08-02,11,73,0,0,0,6,21,12,31,2,0,1
2018-08-02,12,146,0,0,0,3,8,30,80,25,0,0
2018-08-02,13,24,0,0,0,0,0,0,24,0,0,0
2018-08-02,14,14,0,0,0,8,3,0,3,0,0,0
2018-08-03,2,11,0,0,0,0,10,1,0,0,0,0
2018-08-03,3,17,0,0,0,11,0,3,2,0,1,0
2018-08-03,8,24,0,0,0,0,9,0,15,0,0,0
2018-08-03,9,75,0,0,0,1,0,1,59,14,0,0
2018-08-03,10,45,0,0,0,1,3,3,21,17,0,0
2018-08-03,11,104,0,0,0,5,3,28,51,16,1,0
2018-08-03,12,58,0,0,0,0,3,15,32,7,1,0
2018-08-03,13,7,0,0,0,0,0,0,7,0,0,0
2018-08-03,14,29,0,0,0,0,0,0,23,6,0,0
2018-08-04,2,2,0,0,0,0,1,0,1,0,0,0
2018-08-04,3,41,0,0,0,2,0,0,16,23,0,0
2018-08-04,8,7,0,0,0,0,4,0,3,0,0,0
2018-08-04,9,48,0,0,0,10,0,5,31,2,0,0
2018-08-04,10,71,0,0,0,0,2,6,60,3,0,0
2018-08-04,11,129,0,0,0,7,0,19,74,29,0,0
2018-08-04,12,97,0,0,0,1,2,11,70,13,0,0
2018-08-04,13,2,0,0,0,0,1,0,1,0,0,0
2018-08-04,14,22,0,0,0,0,0,1,20,1,0,0
2018-08-05,3,76,0,0,0,2,0,2,72,0,0,0
2018-08-05,8,4,0,0,0,3,1,0,0,0,0,0
2018-08-05,9,57,0,0,0,4,0,0,27,26,0,0
2018-08-05,10,25,0,0,0,2,3,1,19,0,0,0
2018-08-05,11,130,0,0,0,13,17,25,68,4,0,3
2018-08-05,12,14,0,0,0,2,0,3,5,3,0,1
2018-08-05,14,19,0,0,0,0,0,0,11,8,0,0
2018-08-06,2,12,0,0,0,0,1,1,10,0,0,0
2018-08-06,3,13,0,0,0,3,2,2,6,0,0,0
2018-08-06,8,4,0,0,0,0,1,0,3,0,0,0
2018-08-06,9,23,0,0,0,1,0,1,18,2,1,0
2018-08-06,10,40,0,0,0,0,0,5,18,17,0,0
2018-08-06,11,52,0,0,0,5,4,3,25,14,1,0
2018-08-06,12,70,0,0,0,2,0,1,34,32,1,0
2018-08-06,13,31,0,0,0,0,0,0,23,7,1,0
2018-08-06,14,24,0,0,0,2,0,0,16,6,0,0
2018-08-07,2,5,0,0,0,0,5,0,0,0,0,0
2018-08-07,3,53,0,0,0,2,0,9,23,19,0,0
2018-08-07,5,2,0,0,0,2,0,0,0,0,0,0
2018-08-07,8,8,0,0,0,1,0,3,4,0,0,0
2018-08-07,9,51,0,0,0,4,4,1,38,3,1,0
2018-08-07,10,28,0,1,0,1,0,1,25,0,0,0
2018-08-07,11,56,0,0,0,2,3,15,30,6,0,0
2018-08-07,12,104,0,0,0,3,1,9,69,22,0,0
2018-08-07,13,24,0,0,0,0,0,0,21,3,0,0
2018-08-07,14,6,0,0,0,0,0,0,2,4,0,0
2018-08-08,2,3,0,0,0,0,0,0,3,0,0,0
2018-08-08,3,6,0,0,0,6,0,0,0,0,0,0
2018-08-08,5,510,0,0,0,51,1,112,328,18,0,0
2018-08-08,8,4,0,0,0,0,0,0,4,0,0,0
2018-08-08,9,4,0,0,0,0,0,0,4,0,0,0
2018-08-08,10,12,0,0,0,0,0,1,5,6,0,0
2018-08-08,11,93,0,0,0,3,0,10,58,22,0,0
2018-08-08,12,47,0,0,0,1,1,7,21,16,0,1
2018-08-08,14,16,0,0,0,1,0,0,3,12,0,0
2018-08-09,1,3,0,0,0,0,0,0,3,0,0,0
2018-08-09,3,18,0,0,0,7,0,5,3,3,0,0
2018-08-09,5,49,0,0,0,10,0,29,10,0,0,0
2018-08-09,8,1,0,0,0,0,0,0,0,0,0,1
2018-08-09,9,8,0,0,0,0,0,0,8,0,0,0
2018-08-09,10,1,0,0,0,0,0,1,0,0,0,0
2018-08-09,11,32,0,0,0,1,0,1,30,0,0,0
2018-08-09,12,27,0,0,0,0,0,1,19,6,0,1
2018-08-09,13,10,0,0,0,0,0,0,10,0,0,0
2018-08-09,14,18,0,0,0,0,0,1,16,1,0,0
2018-08-10,1,25,0,0,0,0,0,1,24,0,0,0
2018-08-10,3,25,0,0,0,5,0,5,15,0,0,0
2018-08-10,5,654,0,0,0,95,0,170,349,40,0,0
2018-08-10,8,11,0,0,0,1,0,0,9,0,0,1
2018-08-10,9,8,0,0,0,0,0,0,8,0,0,0
2018-08-10,10,40,0,0,0,0,0,4,35,1,0,0
2018-08-10,11,13,0,0,0,0,0,2,4,7,0,0
2018-08-10,12,13,0,0,0,5,0,5,1,1,0,1
2018-08-10,14,10,0,0,0,0,0,2,5,3,0,0
2018-08-11,1,8,0,0,0,0,1,0,5,1,0,1
2018-08-11,3,23,0,0,0,1,0,4,12,5,1,0
2018-08-11,5,119,0,0,0,23,0,40,54,2,0,0
2018-08-11,8,27,0,0,0,3,0,9,15,0,0,0
2018-08-11,9,4,0,0,0,0,0,0,0,4,0,0
2018-08-11,10,4,0,0,0,0,2,1,1,0,0,0
2018-08-11,11,82,0,0,0,4,0,13,63,2,0,0
2018-08-11,12,118,0,0,0,6,5,10,77,20,0,0
2018-08-11,13,22,0,0,0,0,0,2,5,13,2,0
2018-08-11,14,7,0,0,0,0,0,0,4,3,0,0
2018-08-12,1,2,0,0,0,0,0,0,2,0,0,0
2018-08-12,3,8,0,0,0,1,0,3,3,1,0,0
2018-08-12,5,312,0,0,0,46,0,70,189,7,0,0
2018-08-12,8,36,0,0,0,0,7,0,14,1,1,13
2018-08-12,9,10,0,0,0,0,0,0,2,8,0,0
2018-08-12,10,22,0,0,0,1,0,3,11,7,0,0
2018-08-12,11,51,0,0,0,4,0,6,32,9,0,0
2018-08-12,12,182,0,0,0,38,57,9,62,16,0,0
2018-08-12,13,38,0,0,0,0,38,0,0,0,0,0
2018-08-12,14,7,0,0,0,0,0,0,6,1,0,0
2018-08-13,1,27,0,0,0,6,0,1,18,2,0,0
2018-08-13,3,87,0,0,0,5,1,19,59,3,0,0
2018-08-13,5,402,1,0,0,56,0,85,248,12,0,0
2018-08-13,8,40,0,0,0,13,6,1,7,1,1,11
2018-08-13,9,5,0,0,0,5,0,0,0,0,0,0
2018-08-13,10,10,0,0,0,0,0,1,9,0,0,0
2018-08-13,11,59,0,0,0,21,8,4,8,18,0,0
2018-08-13,12,32,0,0,0,2,2,6,22,0,0,0
2018-08-13,14,9,0,0,0,0,0,0,1,8,0,0
2018-08-14,1,22,0,0,0,2,1,0,19,0,0,0
2018-08-14,3,22,0,0,0,0,1,0,19,2,0,0
2018-08-14,5,686,0,0,0,101,1,202,374,8,0,0
2018-08-14,8,3,0,0,0,0,0,1,2,0,0,0
2018-08-14,10,24,0,0,0,0,0,3,20,0,1,0
2018-08-14,11,73,0,0,0,2,6,26,25,14,0,0
2018-08-14,12,69,0,0,0,3,0,8,22,36,0,0
2018-08-14,14,7,0,0,0,0,0,0,5,2,0,0
2018-08-15,1,15,0,0,0,0,0,1,14,0,0,0
2018-08-15,3,33,0,0,0,2,0,4,26,1,0,0
2018-08-15,5,897,0,0,0,204,0,258,418,16,1,0
2018-08-15,8,3,0,0,0,0,0,0,2,1,0,0
2018-08-15,10,17,0,0,0,2,0,3,3,9,0,0
2018-08-15,11,25,0,0,0,3,0,8,14,0,0,0
2018-08-15,12,62,0,0,0,1,1,1,46,13,0,0
2018-08-15,13,5,0,0,0,0,0,0,5,0,0,0
2018-08-15,14,20,0,0,0,0,0,0,14,6,0,0
2018-08-16,1,18,0,0,0,0,0,1,16,1,0,0
2018-08-16,2,4,0,0,0,0,0,0,4,0,0,0
2018-08-16,3,57,0,0,0,0,0,17,39,1,0,0
2018-08-16,5,905,0,0,0,147,1,269,452,36,0,0
2018-08-16,8,2,0,0,0,0,0,1,1,0,0,0
2018-08-16,9,14,0,0,0,0,0,0,7,6,1,0
2018-08-16,10,9,0,0,0,0,2,1,6,0,0,0
2018-08-16,11,35,0,0,0,0,3,13,12,7,0,0
2018-08-16,12,15,0,0,0,2,1,0,2,10,0,0
2018-08-16,13,16,0,0,0,0,0,0,16,0,0,0
2018-08-16,14,20,0,0,0,0,0,0,12,8,0,0
2018-08-17,1,33,0,0,0,0,3,9,21,0,0,0
2018-08-17,2,1,0,0,0,0,0,0,1,0,0,0
2018-08-17,3,25,0,0,0,1,1,1,3,19,0,0
2018-08-17,5,500,0,0,0,88,0,134,272,6,0,0
2018-08-17,8,1,0,0,0,0,0,0,0,0,1,0
2018-08-17,9,5,0,0,0,2,2,0,1,0,0,0
2018-08-17,10,13,0,0,0,0,0,0,13,0,0,0
2018-08-17,11,35,0,0,0,3,4,11,11,6,0,0
2018-08-17,12,29,0,0,0,5,0,7,7,10,0,0
2018-08-17,14,6,0,0,0,0,0,1,2,3,0,0
2018-08-18,1,76,0,0,0,1,1,9,65,0,0,0
2018-08-18,3,8,0,0,0,0,0,0,6,2,0,0
2018-08-18,5,575,0,0,0,126,1,175,263,10,0,0
2018-08-18,8,3,0,0,0,0,0,0,3,0,0,0
2018-08-18,10,21,0,0,0,0,0,0,18,3,0,0
2018-08-18,11,23,0,0,0,2,1,12,6,2,0,0
2018-08-18,12,60,0,0,0,2,0,6,40,12,0,0
2018-08-18,14,5,0,0,0,0,0,2,2,1,0,0
2018-08-19,1,15,0,0,0,0,0,2,13,0,0,0
2018-08-19,2,3,0,0,0,0,1,1,0,1,0,0
2018-08-19,3,39,0,0,0,4,1,3,31,0,0,0
2018-08-19,5,423,0,0,0,75,0,113,226,9,0,0
2018-08-19,8,3,0,0,0,0,0,0,3,0,0,0
2018-08-19,9,16,0,0,0,2,5,0,9,0,0,0
2018-08-19,10,26,0,0,0,1,4,2,15,4,0,0
2018-08-19,11,45,0,0,0,4,16,12,8,5,0,0
2018-08-19,12,89,0,0,0,3,18,8,58,2,0,0
2018-08-19,14,18,0,0,0,0,0,0,10,8,0,0
2018-08-20,1,34,0,0,0,0,0,3,31,0,0,0
2018-08-20,3,48,0,0,0,3,5,0,40,0,0,0
2018-08-20,5,157,0,0,0,29,0,63,65,0,0,0
2018-08-20,9,13,0,0,0,4,0,1,8,0,0,0
2018-08-20,10,19,0,0,0,3,9,1,4,2,0,0
2018-08-20,11,28,0,0,0,2,2,15,8,1,0,0
2018-08-20,12,37,0,0,0,2,14,4,17,0,0,0
2018-08-20,13,5,0,0,0,0,0,0,5,0,0,0
2018-08-20,14,21,0,0,0,0,0,0,12,9,0,0
2018-08-21,1,33,0,0,0,0,1,5,27,0,0,0
2018-08-21,2,2,0,0,0,1,0,1,0,0,0,0
2018-08-21,3,8,0,0,0,1,7,0,0,0,0,0
2018-08-21,5,211,0,0,0,63,0,81,62,5,0,0
2018-08-21,8,2,0,0,0,1,0,0,1,0,0,0
2018-08-21,9,34,0,0,0,1,0,0,31,2,0,0
2018-08-21,10,72,0,0,0,1,3,3,49,14,2,0
2018-08-21,11,61,0,0,0,5,15,8,31,1,1,0
2018-08-21,12,52,0,0,0,5,7,9,23,8,0,0
2018-08-21,13,6,0,0,0,0,2,0,3,0,1,0
2018-08-21,14,57,0,0,0,0,0,1,38,18,0,0
2018-08-22,1,36,0,0,0,5,0,7,24,0,0,0
2018-08-22,2,16,0,0,0,0,1,0,15,0,0,0
2018-08-22,3,2,0,0,0,2,0,0,0,0,0,0
2018-08-22,5,188,0,0,0,35,0,61,84,8,0,0
2018-08-22,8,3,0,0,0,3,0,0,0,0,0,0
2018-08-22,9,23,0,0,0,0,1,1,21,0,0,0
2018-08-22,10,54,0,0,0,13,2,6,33,0,0,0
2018-08-22,11,56,0,0,0,2,0,14,37,2,1,0
2018-08-22,12,23,0,0,0,0,0,1,19,3,0,0
2018-08-22,14,26,0,0,0,0,0,0,1,25,0,0
2018-08-23,2,1,0,0,0,0,1,0,0,0,0,0
2018-08-23,3,7,0,0,0,4,0,0,3,0,0,0
2018-08-23,5,442,0,0,0,72,0,163,196,11,0,0
2018-08-23,8,11,0,0,0,0,1,0,10,0,0,0
2018-08-23,9,2,0,0,0,0,0,0,2,0,0,0
2018-08-23,10,8,0,0,0,2,1,1,2,2,0,0
2018-08-23,11,8,0,0,0,0,0,4,3,0,1,0
2018-08-23,12,13,0,0,0,0,1,2,3,7,0,0
2018-08-23,14,17,0,0,0,0,0,0,7,10,0,0
2018-08-24,1,28,0,0,0,0,10,17,1,0,0,0
2018-08-24,3,30,0,0,0,0,0,23,6,1,0,0
2018-08-24,5,125,0,0,0,24,0,45,55,1,0,0
2018-08-24,8,2,0,0,0,0,0,2,0,0,0,0
2018-08-24,9,1,0,0,0,0,0,0,1,0,0,0
2018-08-24,10,24,0,0,0,1,0,2,12,7,0,2
2018-08-24,11,30,0,0,0,3,1,10,16,0,0,0
2018-08-24,12,15,0,0,0,0,0,4,11,0,0,0
2018-08-24,14,6,0,0,0,0,0,2,4,0,0,0
2018-08-25,1,6,0,0,0,1,0,0,5,0,0,0
2018-08-25,2,38,0,0,0,1,0,2,35,0,0,0
2018-08-25,3,1,0,0,0,1,0,0,0,0,0,0
2018-08-25,5,93,0,0,0,11,0,13,62,7,0,0
2018-08-25,8,40,0,0,0,0,0,20,20,0,0,0
2018-08-25,9,7,0,0,0,1,0,2,4,0,0,0
2018-08-25,10,3,0,0,0,0,0,0,1,2,0,0
2018-08-25,11,23,0,0,0,0,1,8,4,10,0,0
2018-08-25,12,24,0,0,0,0,0,12,12,0,0,0
2018-08-25,13,15,0,0,0,0,0,2,12,0,1,0
2018-08-25,14,11,0,0,0,1,0,0,8,2,0,0
2018-08-26,1,8,0,0,0,0,0,0,8,0,0,0
2018-08-26,2,6,0,0,0,1,5,0,0,0,0,0
2018-08-26,3,3,0,0,0,0,0,0,0,3,0,0
2018-08-26,5,443,0,0,0,109,0,201,130,3,0,0
2018-08-26,8,15,0,0,0,0,3,6,6,0,0,0
2018-08-26,10,11,0,0,0,0,0,1,10,0,0,0
2018-08-26,11,8,0,0,0,5,0,2,1,0,0,0
2018-08-26,12,27,0,0,0,2,5,0,19,1,0,0
2018-08-26,13,5,0,0,0,0,2,0,3,0,0,0
2018-08-26,14,3,0,0,0,2,1,0,0,0,0,0
2018-08-27,1,11,0,0,0,0,0,2,9,0,0,0
2018-08-27,3,17,0,0,0,0,0,1,15,1,0,0
2018-08-27,5,401,0,0,0,91,0,151,153,6,0,0
2018-08-27,8,1,0,0,0,0,0,0,0,1,0,0
2018-08-27,9,6,0,0,0,0,0,0,5,1,0,0
2018-08-27,10,2,0,0,0,1,0,0,1,0,0,0
2018-08-27,11,119,0,0,0,4,8,22,47,37,1,0
2018-08-27,12,34,0,0,0,0,0,8,22,3,0,1
2018-08-27,13,2,0,0,0,0,0,0,2,0,0,0
2018-08-27,14,27,0,0,0,1,2,1,15,8,0,0
2018-08-28,1,5,0,0,0,0,0,0,5,0,0,0
2018-08-28,2,12,0,0,0,0,0,12,0,0,0,0
2018-08-28,3,33,0,0,0,0,0,11,22,0,0,0
2018-08-28,5,196,1,0,0,18,0,58,107,12,0,0
2018-08-28,8,1,0,0,0,1,0,0,0,0,0,0
2018-08-28,9,28,0,0,0,0,0,7,12,9,0,0
2018-08-28,10,32,0,0,0,7,4,2,14,5,0,0
2018-08-28,11,77,0,0,0,0,0,23,28,26,0,0
2018-08-28,12,28,0,0,0,4,3,1,20,0,0,0
2018-08-28,13,4,0,0,0,0,0,0,2,0,2,0
2018-08-28,14,15,0,0,0,4,0,0,6,5,0,0
2018-08-29,1,42,0,0,0,1,0,3,37,0,1,0
2018-08-29,2,32,0,0,0,24,0,5,0,2,0,1
2018-08-29,3,59,0,0,0,0,1,0,57,1,0,0
2018-08-29,5,220,1,0,0,26,0,66,120,7,0,0
2018-08-29,8,5,0,0,0,4,0,1,0,0,0,0
2018-08-29,10,3,0,0,0,0,1,0,2,0,0,0
2018-08-29,11,43,0,0,0,3,6,2,27,5,0,0
2018-08-29,12,43,0,0,0,1,5,2,34,1,0,0
2018-08-29,13,11,0,0,0,2,0,0,9,0,0,0
2018-08-29,14,22,0,0,0,0,2,0,19,1,0,0
2018-08-30,1,4,0,0,0,0,0,1,3,0,0,0
2018-08-30,2,7,0,0,0,1,1,0,2,3,0,0
2018-08-30,3,23,0,0,0,1,0,0,0,21,1,0
2018-08-30,5,41,0,0,0,5,0,24,12,0,0,0
2018-08-30,8,3,0,0,0,0,1,0,2,0,0,0
2018-08-30,9,41,0,0,0,0,0,5,26,10,0,0
2018-08-30,10,14,0,0,0,5,0,4,5,0,0,0
2018-08-30,11,59,0,0,0,2,4,27,22,4,0,0
2018-08-30,12,58,1,0,0,3,0,5,38,11,0,0
2018-08-30,13,12,0,0,0,0,0,1,8,1,2,0
2018-08-30,14,24,0,0,0,0,0,1,19,4,0,0
2018-08-31,1,1,0,0,0,0,0,1,0,0,0,0
2018-08-31,2,2,0,0,0,0,0,1,1,0,0,0
2018-08-31,3,11,0,0,0,0,0,7,3,1,0,0
2018-08-31,5,83,0,0,0,7,0,12,60,4,0,0
2018-08-31,8,26,0,0,0,0,3,0,23,0,0,0
2018-08-31,9,12,0,0,0,0,0,0,11,1,0,0
2018-08-31,10,36,0,1,0,0,0,2,32,0,1,0
2018-08-31,11,42,0,0,0,3,1,13,15,10,0,0
2018-08-31,12,91,1,0,0,2,13,1,51,20,1,2
2018-08-31,13,58,0,0,0,0,1,0,26,31,0,0
2018-08-31,14,7,0,0,0,0,1,1,0,5,0,0
2018-09-01,1,5,0,0,0,2,0,2,0,0,1,0
2018-09-01,2,14,0,0,0,8,3,0,2,0,0,1
2018-09-01,3,4,0,0,0,1,0,1,1,1,0,0
2018-09-01,5,77,0,0,0,11,0,30,31,5,0,0
2018-09-01,8,13,0,0,0,0,0,11,0,0,0,2
2018-09-01,9,14,0,0,0,0,0,3,11,0,0,0
2018-09-01,10,10,0,0,0,0,0,2,0,8,0,0
2018-09-01,11,73,0,0,0,2,0,32,24,15,0,0
2018-09-01,12,91,0,0,0,8,3,22,32,26,0,0
2018-09-01,13,4,0,0,0,0,0,0,1,3,0,0
2018-09-01,14,14,0,0,0,1,0,0,6,7,0,0
2018-09-02,1,1,0,0,0,0,0,1,0,0,0,0
2018-09-02,2,60,0,0,0,9,1,50,0,0,0,0
2018-09-02,3,16,0,0,0,0,1,0,1,14,0,0
2018-09-02,5,178,0,0,0,14,0,31,127,6,0,0
2018-09-02,8,24,0,0,0,2,8,10,4,0,0,0
2018-09-02,9,31,0,0,0,0,0,6,25,0,0,0
2018-09-02,10,31,0,0,0,3,0,7,20,0,1,0
2018-09-02,11,71,0,0,0,8,3,20,37,3,0,0
2018-09-02,12,93,0,0,0,8,8,24,48,5,0,0
2018-09-02,13,2,0,0,0,1,1,0,0,0,0,0
2018-09-02,14,15,0,0,0,4,3,0,6,2,0,0
2018-09-03,1,18,0,0,0,0,0,10,8,0,0,0
2018-09-03,2,58,0,0,0,7,4,24,23,0,0,0
2018-09-03,3,17,0,0,0,1,10,0,6,0,0,0
2018-09-03,5,178,0,0,0,11,0,26,135,6,0,0
2018-09-03,8,18,0,0,0,1,2,14,1,0,0,0
2018-09-03,9,12,0,0,0,0,0,0,12,0,0,0
2018-09-03,10,35,0,1,0,2,5,3,23,1,0,0
2018-09-03,11,67,0,0,0,22,2,14,18,10,1,0
2018-09-03,12,35,0,0,0,1,1,3,29,0,1,0
2018-09-03,13,23,0,0,0,0,0,2,11,3,7,0
2018-09-03,14,60,0,0,0,0,0,1,19,40,0,0
2018-09-04,1,27,0,0,0,0,3,21,3,0,0,0
2018-09-04,2,34,0,0,0,10,10,3,11,0,0,0
2018-09-04,3,61,0,0,0,5,0,14,30,12,0,0
2018-09-04,5,259,0,0,0,19,1,32,205,1,1,0
2018-09-04,8,17,0,0,0,1,0,15,1,0,0,0
2018-09-04,9,14,0,0,0,0,0,1,2,11,0,0
2018-09-04,11,82,0,0,0,8,12,32,29,0,1,0
2018-09-04,13,50,0,0,0,0,2,5,10,28,5,0
2018-09-04,14,13,0,0,0,0,0,5,6,2,0,0
2018-09-05,2,7,0,0,0,0,7,0,0,0,0,0
2018-09-05,3,46,0,0,0,0,0,40,0,6,0,0
2018-09-05,5,165,0,0,0,17,0,20,123,5,0,0
2018-09-05,8,14,0,0,0,1,13,0,0,0,0,0
2018-09-05,9,9,0,0,0,3,1,0,2,3,0,0
2018-09-05,10,12,0,0,0,2,4,0,6,0,0,0
2018-09-05,11,60,0,0,0,6,7,33,9,5,0,0
2018-09-05,13,2,0,0,0,0,0,0,0,0,2,0
2018-09-05,14,46,0,0,0,0,0,9,21,16,0,0
2018-09-06,1,27,0,0,0,0,0,0,27,0,0,0
2018-09-06,2,6,0,0,0,0,0,4,2,0,0,0
2018-09-06,5,907,0,0,0,52,0,86,754,14,1,0
2018-09-06,8,22,0,0,0,0,0,20,2,0,0,0
2018-09-06,9,3,0,0,0,3,0,0,0,0,0,0
2018-09-06,10,27,0,0,0,1,0,9,17,0,0,0
2018-09-06,11,94,0,0,0,18,21,26,8,21,0,0
2018-09-06,13,30,0,0,0,0,2,1,23,3,1,0
2018-09-06,14,6,0,0,0,0,0,0,3,3,0,0
2018-09-07,1,48298,0,0,0,0,0,0,48298,0,0,0
2018-09-07,2,8,0,0,0,0,0,5,3,0,0,0
2018-09-07,3,35573,0,0,0,1,0,1,26,35545,0,0
2018-09-07,5,50921,0,0,0,45,0,131,50735,10,0,0
2018-09-07,8,11,0,0,0,1,0,10,0,0,0,0
2018-09-07,9,46392,0,0,0,0,0,0,46392,0,0,0
2018-09-07,10,9,0,0,0,0,1,3,5,0,0,0
2018-09-07,11,62,0,0,0,8,0,24,11,19,0,0
2018-09-07,13,1,0,0,0,0,1,0,0,0,0,0
2018-09-07,14,43280,0,0,0,0,0,0,43275,5,0,0
2018-09-08,2,11,0,0,0,0,0,1,10,0,0,0
2018-09-08,3,52,0,0,0,0,0,12,9,31,0,0
2018-09-08,5,515,0,0,0,68,0,98,327,22,0,0
2018-09-08,8,1,0,0,0,0,1,0,0,0,0,0
2018-09-08,9,1,0,0,0,0,1,0,0,0,0,0
2018-09-08,10,3,0,0,0,3,0,0,0,0,0,0
2018-09-08,11,21,0,0,0,2,2,5,8,4,0,0
2018-09-08,13,18875,0,0,0,0,0,0,0,0,18875,0
2018-09-08,14,13,0,0,0,1,1,0,7,4,0,0
2018-09-09,1,12,0,0,0,0,0,7,5,0,0,0
2018-09-09,2,2,0,0,0,0,0,2,0,0,0,0
2018-09-09,3,15139,0,0,0,9,0,0,15,15113,2,0
2018-09-09,5,426,0,0,0,100,0,159,152,15,0,0
2018-09-09,8,7,0,0,0,2,0,5,0,0,0,0
2018-09-09,9,15,0,0,0,1,2,3,9,0,0,0
2018-09-09,10,12,0,0,0,1,1,7,3,0,0,0
2018-09-09,11,74,0,0,0,6,15,27,25,1,0,0
2018-09-09,13,98,0,0,0,0,0,8,5,71,14,0
2018-09-09,14,12,0,0,0,0,0,0,10,2,0,0
2018-09-10,1,10,0,0,0,0,1,0,9,0,0,0
2018-09-10,3,38,0,0,0,7,6,8,17,0,0,0
2018-09-10,5,1040,1,0,0,207,0,393,429,10,0,0
2018-09-10,9,3,0,0,0,0,0,1,2,0,0,0
2018-09-10,10,5,0,0,0,2,0,2,1,0,0,0
2018-09-10,11,27,0,0,0,1,2,16,7,1,0,0
2018-09-10,13,6,0,0,0,0,0,0,2,0,4,0
2018-09-10,14,1,0,0,0,0,0,1,0,0,0,0
2018-09-11,1,3,0,0,0,1,0,1,1,0,0,0
2018-09-11,3,27,0,0,0,0,0,1,26,0,0,0
2018-09-11,5,549,0,0,0,105,0,248,192,4,0,0
2018-09-11,9,1,0,0,0,0,1,0,0,0,0,0
2018-09-11,10,10,0,0,0,0,0,2,8,0,0,0
2018-09-11,11,80,0,0,0,15,8,12,33,11,1,0
2018-09-11,13,3,0,0,0,0,1,0,2,0,0,0
2018-09-12,1,2,0,0,0,0,1,1,0,0,0,0
2018-09-12,2,30,0,0,0,5,0,15,10,0,0,0
2018-09-12,3,44,0,0,0,2,1,17,24,0,0,0
2018-09-12,5,157,0,0,0,11,0,20,113,13,0,0
2018-09-12,8,14,0,0,0,10,1,0,3,0,0,0
2018-09-12,9,12,0,0,0,0,0,0,12,0,0,0
2018-09-12,11,37,0,0,0,8,4,10,4,11,0,0
2018-09-12,13,2,0,0,0,1,0,0,0,1,0,0
2018-09-13,2,9,0,0,0,2,0,4,3,0,0,0
2018-09-13,3,2,0,0,0,0,0,2,0,0,0,0
2018-09-13,5,536,0,0,0,33,0,76,405,22,0,0
